subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
captain	qwen3-embedding-0.6b	stepfinder.e18	0.1111	0.3333	0.1667	0.3333					0.1000	0.1833	0.3333	0.1917	0.2167	0.4167	0.4333	0.6000	0.6000	0.6332	0.0917	60
captain	qwen3-embedding-0.6b	stepfinder.e19	0.1611	0.4833	0.2417	0.4833					0.2000	0.2833	0.4833	0.3083	0.2667	0.5833	0.6000	0.7000	0.7333	0.7210	0.1615	60
captain	qwen3-embedding-0.6b	stepfinder.e2	0.1500	0.4500	0.2250	0.4500					0.1667	0.3500	0.4500	0.2917	0.2333	0.5167	0.5833	0.7667	0.7833	0.7001	0.1087	60
captain	qwen3-embedding-0.6b	stepfinder.e20	0.1444	0.4333	0.2167	0.4333					0.1500	0.3167	0.4333	0.2722	0.2167	0.5167	0.5333	0.6667	0.6833	0.7473	0.1253	60
captain	qwen3-embedding-0.6b	stepfinder.e3	0.1500	0.4500	0.2250	0.4500					0.2000	0.3500	0.4500	0.3083	0.2500	0.4833	0.5000	0.6167	0.6500	0.7143	0.1315	60
captain	qwen3-embedding-0.6b	stepfinder.e4	0.1333	0.4000	0.2000	0.4000					0.1000	0.3167	0.4000	0.2361	0.2000	0.4333	0.4667	0.6000	0.6000	0.6915	0.1136	60
captain	qwen3-embedding-0.6b	stepfinder.e5	0.1556	0.4667	0.2333	0.4667					0.2333	0.4000	0.4667	0.3389	0.3167	0.5667	0.6167	0.7500	0.7667	0.6780	0.1469	60
captain	qwen3-embedding-0.6b	stepfinder.e6	0.1389	0.4167	0.2083	0.4167					0.1000	0.3167	0.4167	0.2417	0.1833	0.5333	0.5667	0.7000	0.7333	0.7372	0.1181	60
captain	qwen3-embedding-0.6b	stepfinder.e7	0.1333	0.4000	0.2000	0.4000					0.1667	0.2833	0.4000	0.2639	0.2167	0.4667	0.5167	0.6833	0.7333	0.7065	0.1363	60
captain	qwen3-embedding-0.6b	stepfinder.e8	0.1500	0.4500	0.2250	0.4500					0.1833	0.3333	0.4500	0.2972	0.2333	0.5500	0.5833	0.7000	0.7333	0.7464	0.1458	60
captain	qwen3-embedding-0.6b	stepfinder.e9	0.1444	0.4333	0.2167	0.4333					0.1833	0.3333	0.4333	0.2917	0.2333	0.4167	0.4333	0.6333	0.6500	0.7353	0.1281	60
captain	qwen3-embedding-0.6b	stepfinder.s42	0.1490	0.4471	0.2235	0.4471					0.1765	0.3412	0.4471	0.2941	0.2471	0.4235	0.4588	0.6471	0.6824	0.7362	0.1672	85
captain	qwen3-embedding-0.6b	stepfinder.s43	0.1137	0.3412	0.1706	0.3412					0.1882	0.2706	0.3412	0.2529	0.2588	0.4235	0.4706	0.6824	0.7059	0.7010	0.1437	85
captain	qwen3-embedding-0.6b	stepfinder.s44	0.1255	0.3765	0.1882	0.3765					0.1647	0.3294	0.3765	0.2627	0.2706	0.3647	0.4000	0.6000	0.6118	0.6813	0.1444	85
captain	qwen3-embedding-0.6b	stepfinder.s45	0.1333	0.4000	0.2000	0.4000					0.1412	0.2706	0.4000	0.2490	0.2353	0.4353	0.4588	0.6588	0.6824	0.6993	0.1226	85
captain	qwen3-embedding-0.6b	stepfinder.s46	0.1216	0.3647	0.1824	0.3647					0.1412	0.2588	0.3647	0.2353	0.2588	0.4471	0.4588	0.6235	0.6353	0.7123	0.1315	85
captain	qwen3.5-9b	oat.s42	0.1765	0.5294	0.2647	0.5294	0.1747	0.4588	0.2190	0.4588	0.1529	0.3412	0.5294	0.3098	0.2235	0.4588	0.4824	0.6824	0.6941	0.7638	0.1525	85
captain	qwen3.5-9b	oat.s43	0.1686	0.5059	0.2529	0.5059	0.1626	0.4353	0.2045	0.4353	0.1412	0.3294	0.5059	0.2941	0.2118	0.4588	0.4824	0.6706	0.6706	0.7558	0.1407	85
captain	qwen3.5-9b	oat.s44	0.1922	0.5765	0.2882	0.5765	0.1777	0.4824	0.2203	0.4824	0.1647	0.3647	0.5765	0.3353	0.2471	0.5059	0.5176	0.7176	0.7176	0.7663	0.1587	85
captain	qwen3.5-9b	oat.s45	0.1843	0.5529	0.2765	0.5529	0.1871	0.4588	0.2259	0.4588	0.1647	0.3176	0.5529	0.3196	0.2471	0.4588	0.4706	0.7059	0.7176	0.7686	0.1497	85
captain	qwen3.5-9b	oat.s46	0.1765	0.5294	0.2647	0.5294	0.1634	0.3529	0.1934	0.3529	0.1529	0.3059	0.5294	0.3039	0.2353	0.4706	0.4824	0.6941	0.7059	0.7637	0.1503	85
captain	qwen3.5-9b	stepfinder.s42	0.1137	0.3412	0.1706	0.3412					0.1647	0.2471	0.3412	0.2373	0.2471	0.4000	0.4353	0.5412	0.6235	0.6419	0.1095	85
captain	qwen3.5-9b	stepfinder.s43	0.1294	0.3882	0.1941	0.3882					0.1882	0.3176	0.3882	0.2765	0.2706	0.4706	0.4941	0.6118	0.6235	0.6200	0.1230	85
captain	qwen3.5-9b	stepfinder.s44	0.0980	0.2941	0.1471	0.2941					0.1176	0.2235	0.2941	0.1941	0.1647	0.3176	0.3882	0.4824	0.5059	0.6055	0.1225	85
captain	qwen3.5-9b	stepfinder.s45	0.0941	0.2824	0.1412	0.2824					0.1647	0.2588	0.2824	0.2196	0.2824	0.4471	0.4941	0.5882	0.6118	0.5954	0.1194	85
captain	qwen3.5-9b	stepfinder.s46	0.1176	0.3529	0.1765	0.3529					0.1412	0.2706	0.3529	0.2333	0.2118	0.4000	0.4235	0.5412	0.5529	0.6155	0.1210	85
magentic	deepseek-8b	oat.s42	0.1099	0.3297	0.1648	0.3297	0.0845	0.3956	0.1235	0.3956	0.1538	0.2418	0.3297	0.2271	0.1978	0.2527	0.3187	0.3626	0.4615	0.6557	0.0825	91
magentic	deepseek-8b	oat.s43	0.1062	0.3187	0.1593	0.3187	0.0714	0.3846	0.1114	0.3846	0.1429	0.2527	0.3187	0.2198	0.1868	0.2527	0.2967	0.3407	0.4176	0.6589	0.0811	91
magentic	deepseek-8b	oat.s44	0.1062	0.3187	0.1593	0.3187	0.1012	0.3956	0.1426	0.3956	0.1429	0.2527	0.3187	0.2198	0.1868	0.2418	0.3077	0.3516	0.4396	0.6513	0.0785	91
magentic	deepseek-8b	oat.s45	0.1099	0.3297	0.1648	0.3297	0.0925	0.3736	0.1304	0.3736	0.1319	0.2527	0.3297	0.2179	0.1868	0.2637	0.3077	0.3516	0.4396	0.6517	0.0820	91
magentic	deepseek-8b	oat.s46	0.1099	0.3297	0.1648	0.3297	0.0731	0.3956	0.1135	0.3956	0.1429	0.2527	0.3297	0.2234	0.1978	0.2857	0.3516	0.3956	0.4945	0.6572	0.0816	91
magentic	deepseek-8b	stepfinder.s42	0.0256	0.0769	0.0385	0.0769					0.0659	0.0769	0.0769	0.0714	0.1099	0.1758	0.2527	0.3516	0.4615	0.6350	0.0705	91
magentic	deepseek-8b	stepfinder.s43	0.0293	0.0879	0.0440	0.0879					0.0000	0.0549	0.0879	0.0385	0.0879	0.1538	0.2637	0.3956	0.4945	0.6502	0.0659	91
magentic	deepseek-8b	stepfinder.s44	0.0330	0.0989	0.0495	0.0989					0.0330	0.0549	0.0989	0.0586	0.1099	0.1538	0.2308	0.3297	0.4176	0.6195	0.0552	91
magentic	deepseek-8b	stepfinder.s45	0.0440	0.1319	0.0659	0.1319					0.0659	0.1099	0.1319	0.0952	0.1648	0.2088	0.3077	0.3956	0.4945	0.6163	0.0652	91
magentic	deepseek-8b	stepfinder.s46	0.0623	0.1868	0.0934	0.1868					0.0549	0.1099	0.1868	0.1081	0.1538	0.2637	0.3846	0.5055	0.5604	0.5949	0.0788	91
magentic	qwen3-embedding-0.6b	stepfinder.e1	0.0885	0.2656	0.1328	0.2656					0.1250	0.2188	0.2656	0.1875	0.2188	0.2969	0.3750	0.4375	0.4688	0.6329	0.0866	64
magentic	qwen3-embedding-0.6b	stepfinder.e10	0.0677	0.2031	0.1016	0.2031					0.0938	0.1094	0.2031	0.1328	0.1406	0.2188	0.3125	0.3594	0.3750	0.6410	0.0635	64
magentic	qwen3-embedding-0.6b	stepfinder.e11	0.0781	0.2344	0.1172	0.2344					0.0938	0.0938	0.2344	0.1406	0.1875	0.2344	0.3281	0.3750	0.4062	0.6567	0.0663	64
magentic	qwen3-embedding-0.6b	stepfinder.e12	0.0938	0.2812	0.1406	0.2812					0.1719	0.2344	0.2812	0.2188	0.2969	0.3438	0.4062	0.4375	0.4688	0.6439	0.0875	64
magentic	qwen3-embedding-0.6b	stepfinder.e13	0.0729	0.2188	0.1094	0.2188					0.0938	0.1562	0.2188	0.1458	0.1250	0.2344	0.2969	0.3750	0.4219	0.6271	0.0628	64
magentic	qwen3-embedding-0.6b	stepfinder.e14	0.0729	0.2188	0.1094	0.2188					0.1250	0.1875	0.2188	0.1667	0.1875	0.2500	0.2969	0.3906	0.4688	0.6218	0.0618	64
magentic	qwen3-embedding-0.6b	stepfinder.e15	0.0833	0.2500	0.1250	0.2500					0.0938	0.1094	0.2500	0.1484	0.1719	0.2812	0.3750	0.4219	0.5000	0.6527	0.0646	64
magentic	qwen3-embedding-0.6b	stepfinder.e16	0.0833	0.2500	0.1250	0.2500					0.0938	0.1719	0.2500	0.1589	0.1094	0.1875	0.2969	0.3594	0.3906	0.6552	0.0752	64
magentic	qwen3-embedding-0.6b	stepfinder.e17	0.0990	0.2969	0.1484	0.2969					0.0781	0.2500	0.2969	0.1797	0.2031	0.3125	0.4375	0.4531	0.5156	0.6233	0.0738	64
magentic	qwen3-embedding-0.6b	stepfinder.e18	0.0781	0.2344	0.1172	0.2344					0.0469	0.1094	0.2344	0.1198	0.1406	0.2656	0.3750	0.4062	0.5469	0.6095	0.0656	64
magentic	qwen3-embedding-0.6b	stepfinder.e19	0.0677	0.2031	0.1016	0.2031					0.0781	0.1562	0.2031	0.1328	0.1562	0.2188	0.3281	0.3750	0.4688	0.6669	0.0627	64
magentic	qwen3-embedding-0.6b	stepfinder.e2	0.0573	0.1719	0.0859	0.1719					0.0625	0.1094	0.1719	0.1068	0.0938	0.1875	0.2656	0.3125	0.3438	0.6280	0.0713	64
magentic	qwen3-embedding-0.6b	stepfinder.e20	0.0885	0.2656	0.1328	0.2656					0.0938	0.1562	0.2656	0.1615	0.1562	0.2656	0.3438	0.4062	0.4688	0.6455	0.0728	64
magentic	qwen3-embedding-0.6b	stepfinder.e3	0.1198	0.3594	0.1797	0.3594					0.1094	0.2812	0.3594	0.2214	0.2031	0.3594	0.4375	0.4688	0.5312	0.6614	0.0845	64
magentic	qwen3-embedding-0.6b	stepfinder.e4	0.0729	0.2188	0.1094	0.2188					0.0625	0.1719	0.2188	0.1328	0.1250	0.2344	0.3906	0.4219	0.5000	0.6376	0.0575	64
magentic	qwen3-embedding-0.6b	stepfinder.e5	0.0781	0.2344	0.1172	0.2344					0.0938	0.1250	0.2344	0.1458	0.2031	0.2969	0.3594	0.4219	0.4688	0.6341	0.0658	64
magentic	qwen3-embedding-0.6b	stepfinder.e6	0.0938	0.2812	0.1406	0.2812					0.0781	0.2031	0.2812	0.1667	0.1875	0.2500	0.4062	0.4219	0.5156	0.6397	0.0692	64
magentic	qwen3-embedding-0.6b	stepfinder.e7	0.0885	0.2656	0.1328	0.2656					0.1250	0.1875	0.2656	0.1823	0.1719	0.2188	0.3281	0.3594	0.4062	0.6577	0.0867	64
magentic	qwen3-embedding-0.6b	stepfinder.e8	0.0833	0.2500	0.1250	0.2500					0.1094	0.1719	0.2500	0.1667	0.2500	0.3594	0.4844	0.5312	0.5781	0.6608	0.0798	64
magentic	qwen3-embedding-0.6b	stepfinder.e9	0.0885	0.2656	0.1328	0.2656					0.0781	0.1562	0.2656	0.1536	0.1250	0.2031	0.2969	0.3750	0.4062	0.6451	0.0639	64
magentic	qwen3-embedding-0.6b	stepfinder.s42	0.0989	0.2967	0.1484	0.2967					0.1868	0.2198	0.2967	0.2289	0.2747	0.3516	0.3956	0.4615	0.5055	0.6540	0.1267	91
magentic	qwen3-embedding-0.6b	stepfinder.s43	0.1392	0.4176	0.2088	0.4176					0.2308	0.3516	0.4176	0.3132	0.3077	0.4176	0.4396	0.4835	0.5604	0.6794	0.0967	91
magentic	qwen3-embedding-0.6b	stepfinder.s44	0.0879	0.2637	0.1319	0.2637					0.0989	0.1978	0.2637	0.1703	0.1758	0.2637	0.3077	0.3846	0.4615	0.6493	0.0934	91
magentic	qwen3-embedding-0.6b	stepfinder.s45	0.0989	0.2967	0.1484	0.2967					0.1538	0.2308	0.2967	0.2143	0.2857	0.3516	0.4066	0.4725	0.5385	0.6242	0.1100	91
magentic	qwen3-embedding-0.6b	stepfinder.s46	0.0989	0.2967	0.1484	0.2967					0.1978	0.2527	0.2967	0.2399	0.2857	0.3626	0.4066	0.4615	0.5165	0.6408	0.1377	91
magentic	qwen3.5-9b	oat.s42	0.1136	0.3407	0.1703	0.3407	0.0970	0.3846	0.1435	0.3846	0.1868	0.2967	0.3407	0.2564	0.2527	0.2857	0.3407	0.3736	0.4835	0.6531	0.0955	91
magentic	qwen3.5-9b	oat.s43	0.1172	0.3516	0.1758	0.3516	0.1040	0.4066	0.1537	0.4066	0.1868	0.2967	0.3516	0.2601	0.2637	0.3077	0.3516	0.3846	0.4615	0.6497	0.0954	91
magentic	qwen3.5-9b	oat.s44	0.1136	0.3407	0.1703	0.3407	0.1084	0.4505	0.1582	0.4505	0.1868	0.2967	0.3407	0.2564	0.2637	0.3077	0.3736	0.4066	0.4945	0.6497	0.0981	91
magentic	qwen3.5-9b	oat.s45	0.1136	0.3407	0.1703	0.3407	0.1015	0.4176	0.1504	0.4176	0.1868	0.3077	0.3407	0.2582	0.2637	0.3187	0.3736	0.3956	0.4835	0.6494	0.0933	91
magentic	qwen3.5-9b	oat.s46	0.1136	0.3407	0.1703	0.3407	0.1034	0.3516	0.1461	0.3516	0.1758	0.3187	0.3407	0.2546	0.2527	0.3077	0.3626	0.3956	0.4835	0.6495	0.0991	91
magentic	qwen3.5-9b	stepfinder.s42	0.0659	0.1978	0.0989	0.1978					0.0879	0.1538	0.1978	0.1355	0.2088	0.2857	0.3626	0.4176	0.4505	0.6350	0.0893	91
magentic	qwen3.5-9b	stepfinder.s43	0.0549	0.1648	0.0824	0.1648					0.0659	0.1209	0.1648	0.1081	0.2308	0.3297	0.3407	0.3846	0.4066	0.6065	0.0791	91
magentic	qwen3.5-9b	stepfinder.s44	0.0440	0.1319	0.0659	0.1319					0.0769	0.1099	0.1319	0.1007	0.1429	0.2418	0.3077	0.3626	0.3626	0.5742	0.0528	91
magentic	qwen3.5-9b	stepfinder.s45	0.0659	0.1978	0.0989	0.1978					0.0659	0.1429	0.1978	0.1227	0.2198	0.2747	0.3736	0.4286	0.4725	0.6434	0.0874	91
magentic	qwen3.5-9b	stepfinder.s46	0.0476	0.1429	0.0714	0.1429					0.0659	0.1099	0.1429	0.0989	0.1648	0.2967	0.3297	0.3956	0.4396	0.6137	0.0632	91
swe	deepseek-8b	oat.s42	0.0379	0.1136	0.0568	0.1136	0.0618	0.4773	0.1060	0.4773	0.0909	0.0909	0.1136	0.0985	0.1364	0.2273	0.2727	0.3636	0.4545	0.7618	0.0622	44
swe	deepseek-8b	oat.s43	0.0303	0.0909	0.0455	0.0909	0.0608	0.5000	0.1057	0.5000	0.0909	0.0909	0.0909	0.0909	0.1364	0.2500	0.2955	0.4091	0.4773	0.7513	0.0592	44
swe	deepseek-8b	oat.s44	0.0379	0.1136	0.0568	0.1136	0.0556	0.4318	0.0956	0.4318	0.0909	0.0909	0.1136	0.0985	0.1364	0.2500	0.2955	0.4091	0.4773	0.7521	0.0594	44
swe	deepseek-8b	oat.s45	0.0455	0.1364	0.0682	0.1364	0.0631	0.4545	0.1074	0.4545	0.0909	0.0909	0.1364	0.1061	0.1364	0.2273	0.2500	0.3636	0.4318	0.7611	0.0627	44
swe	deepseek-8b	oat.s46	0.0455	0.1364	0.0682	0.1364	0.0597	0.5000	0.1034	0.5000	0.0909	0.0909	0.1364	0.1061	0.1364	0.2273	0.2727	0.3864	0.4545	0.7606	0.0612	44
swe	deepseek-8b	stepfinder.s42	0.0152	0.0455	0.0227	0.0455					0.0000	0.0000	0.0455	0.0152	0.0682	0.1591	0.2955	0.4318	0.5227	0.7228	0.0579	44
swe	deepseek-8b	stepfinder.s43	0.0682	0.2045	0.1023	0.2045					0.0455	0.0455	0.2045	0.0985	0.1364	0.2955	0.4318	0.4773	0.5682	0.7165	0.0653	44
swe	deepseek-8b	stepfinder.s44	0.0530	0.1591	0.0795	0.1591					0.0455	0.0909	0.1591	0.0909	0.2273	0.2955	0.4318	0.5227	0.5909	0.7258	0.0688	44
swe	deepseek-8b	stepfinder.s45	0.0682	0.2045	0.1023	0.2045					0.0682	0.1364	0.2045	0.1250	0.1591	0.3182	0.3864	0.5455	0.5909	0.6850	0.1174	44
swe	deepseek-8b	stepfinder.s46	0.0379	0.1136	0.0568	0.1136					0.0227	0.0682	0.1136	0.0606	0.2045	0.2727	0.4091	0.5227	0.5682	0.6628	0.0549	44
swe	qwen3-embedding-0.6b	stepfinder.e1	0.1183	0.3548	0.1774	0.3548					0.2258	0.3548	0.3548	0.2903	0.2581	0.3871	0.4839	0.5806	0.6774	0.6614	0.1528	31
swe	qwen3-embedding-0.6b	stepfinder.e10	0.1290	0.3871	0.1935	0.3871					0.2258	0.3226	0.3871	0.2957	0.3871	0.5161	0.5806	0.6452	0.7097	0.6814	0.1314	31
swe	qwen3-embedding-0.6b	stepfinder.e11	0.1613	0.4839	0.2419	0.4839					0.1935	0.3871	0.4839	0.3226	0.3871	0.5161	0.6452	0.7419	0.8065	0.6950	0.1272	31
swe	qwen3-embedding-0.6b	stepfinder.e12	0.1505	0.4516	0.2258	0.4516					0.1613	0.4516	0.4516	0.3065	0.4516	0.5484	0.6452	0.7742	0.8387	0.7385	0.1398	31
swe	qwen3-embedding-0.6b	stepfinder.e13	0.1398	0.4194	0.2097	0.4194					0.1613	0.2581	0.4194	0.2634	0.2581	0.2903	0.3871	0.4839	0.4839	0.6576	0.1235	31
swe	qwen3-embedding-0.6b	stepfinder.e14	0.1505	0.4516	0.2258	0.4516					0.1935	0.3871	0.4516	0.3118	0.3548	0.4194	0.4839	0.6129	0.6774	0.6463	0.1254	31
swe	qwen3-embedding-0.6b	stepfinder.e15	0.1613	0.4839	0.2419	0.4839					0.3226	0.4516	0.4839	0.3978	0.4194	0.4839	0.6452	0.7742	0.8387	0.7612	0.2640	31
swe	qwen3-embedding-0.6b	stepfinder.e16	0.1290	0.3871	0.1935	0.3871					0.1290	0.2903	0.3871	0.2419	0.3226	0.4516	0.4839	0.5484	0.5806	0.7272	0.0910	31
swe	qwen3-embedding-0.6b	stepfinder.e17	0.1290	0.3871	0.1935	0.3871					0.1613	0.3226	0.3871	0.2634	0.3226	0.3871	0.4839	0.5484	0.5484	0.6843	0.1035	31
swe	qwen3-embedding-0.6b	stepfinder.e18	0.1075	0.3226	0.1613	0.3226					0.2258	0.3226	0.3226	0.2742	0.3226	0.4194	0.5161	0.5484	0.6129	0.6712	0.1516	31
swe	qwen3-embedding-0.6b	stepfinder.e19	0.1290	0.3871	0.1935	0.3871					0.1935	0.2581	0.3871	0.2688	0.3871	0.5161	0.6452	0.6774	0.7742	0.7196	0.1472	31
swe	qwen3-embedding-0.6b	stepfinder.e2	0.1290	0.3871	0.1935	0.3871					0.2581	0.3871	0.3871	0.3226	0.3548	0.5161	0.5806	0.6129	0.6452	0.6947	0.1459	31
swe	qwen3-embedding-0.6b	stepfinder.e20	0.1398	0.4194	0.2097	0.4194					0.2258	0.2903	0.4194	0.3011	0.2581	0.3548	0.5161	0.6129	0.6774	0.7100	0.1317	31
swe	qwen3-embedding-0.6b	stepfinder.e3	0.1290	0.3871	0.1935	0.3871					0.1935	0.2903	0.3871	0.2742	0.2903	0.4194	0.4839	0.5806	0.6452	0.7101	0.1192	31
swe	qwen3-embedding-0.6b	stepfinder.e4	0.1398	0.4194	0.2097	0.4194					0.1290	0.2581	0.4194	0.2473	0.3226	0.3871	0.5161	0.6452	0.6774	0.7050	0.0984	31
swe	qwen3-embedding-0.6b	stepfinder.e5	0.1505	0.4516	0.2258	0.4516					0.2903	0.3548	0.4516	0.3548	0.4516	0.5806	0.5806	0.6774	0.7419	0.6653	0.2043	31
swe	qwen3-embedding-0.6b	stepfinder.e6	0.1613	0.4839	0.2419	0.4839					0.1290	0.3226	0.4839	0.2796	0.3226	0.4516	0.5161	0.6129	0.6452	0.7404	0.1796	31
swe	qwen3-embedding-0.6b	stepfinder.e7	0.1613	0.4839	0.2419	0.4839					0.1935	0.2903	0.4839	0.3065	0.3871	0.4516	0.5161	0.6452	0.6452	0.7422	0.1772	31
swe	qwen3-embedding-0.6b	stepfinder.e8	0.1613	0.4839	0.2419	0.4839					0.2903	0.4516	0.4839	0.3817	0.3871	0.4516	0.4839	0.6129	0.6452	0.7268	0.2155	31
swe	qwen3-embedding-0.6b	stepfinder.e9	0.1398	0.4194	0.2097	0.4194					0.2903	0.2903	0.4194	0.3333	0.4194	0.4839	0.5161	0.6774	0.6774	0.8290	0.2618	31
swe	qwen3-embedding-0.6b	stepfinder.s42	0.0606	0.1818	0.0909	0.1818					0.0455	0.1136	0.1818	0.1023	0.1818	0.2727	0.4091	0.5455	0.5909	0.7320	0.0780	44
swe	qwen3-embedding-0.6b	stepfinder.s43	0.0530	0.1591	0.0795	0.1591					0.0682	0.0682	0.1591	0.0985	0.1136	0.2045	0.4091	0.5455	0.6364	0.7262	0.0755	44
swe	qwen3-embedding-0.6b	stepfinder.s44	0.0909	0.2727	0.1364	0.2727					0.1136	0.1364	0.2727	0.1705	0.2500	0.3864	0.5227	0.5682	0.6136	0.7498	0.1201	44
swe	qwen3-embedding-0.6b	stepfinder.s45	0.0909	0.2727	0.1364	0.2727					0.0909	0.1818	0.2727	0.1667	0.2273	0.3864	0.5682	0.6591	0.7045	0.7632	0.1014	44
swe	qwen3-embedding-0.6b	stepfinder.s46	0.0833	0.2500	0.1250	0.2500					0.1136	0.1818	0.2500	0.1705	0.2273	0.2955	0.5227	0.5909	0.6364	0.7335	0.1233	44
swe	qwen3.5-9b	oat.s42	0.1364	0.4091	0.2045	0.4091	0.1083	0.6591	0.1805	0.6591	0.1818	0.2500	0.4091	0.2689	0.3182	0.5000	0.5000	0.5909	0.6136	0.7998	0.1047	44
swe	qwen3.5-9b	oat.s43	0.1061	0.3182	0.1591	0.3182	0.0986	0.6591	0.1667	0.6591	0.1591	0.1818	0.3182	0.2159	0.2727	0.4091	0.4091	0.5227	0.5682	0.7790	0.0924	44
swe	qwen3.5-9b	oat.s44	0.1212	0.3636	0.1818	0.3636	0.1012	0.6591	0.1701	0.6591	0.1136	0.2045	0.3636	0.2121	0.2273	0.4318	0.4318	0.5455	0.6136	0.7917	0.0975	44
swe	qwen3.5-9b	oat.s45	0.1212	0.3636	0.1818	0.3636	0.1030	0.6591	0.1735	0.6591	0.1591	0.2500	0.3636	0.2424	0.2727	0.4545	0.4545	0.5682	0.6136	0.7856	0.0988	44
swe	qwen3.5-9b	oat.s46	0.1061	0.3182	0.1591	0.3182	0.0806	0.4545	0.1331	0.4545	0.1364	0.2273	0.3182	0.2121	0.2500	0.4091	0.4091	0.5227	0.5909	0.7907	0.0989	44
